type,numNodessize,NumberOfWords,ID,Sentence,AccessControl,XiaoACP,ModelVerb,PassiveTo,AccessExpression,AbilityExpression,AccessControl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,25,49,994,"The user selects a message from the list to read by clicking the 'Read' link beside the row for the message, and then the message subject, the name of the sender, the name of the the recipient, timestamp, and the message text shall be displayed in a new page.",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,user;select;list,user;select;message,user;read;message,user;click;read link,user;display;subject,user;display;message,user;display;name,user;display;sender,user;display;name,user;display;timestamp,user;display;recipient,user;display;message text,,,,,,,,,,,,,,,,,,,,
normal,12,26,995,"A user (a patient or personal health representative) views basic information about his or her designated LHCPs, including the name, phone number, and contact email information .",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,user;view;basic information,user;view;lhcp,user;view;name,user;view;phone number,user;view;contact email information,patient;view;basic information,patient;view;lhcp,patient;view;name,patient;view;phone number,patient;view;contact email information,personal health representative;view;basic information,personal health representative;view;lhcp,personal health representative;view;name,personal health representative;view;phone number,personal health representative;view;contact email information,,,,,,,,,,,,,,,,,
title,2,6,996,3.2.42.4 Alternate Flows.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,9,11,997,"If the comment is empty, the text ""No Comment"" is displayed.",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,13,14,998,"If a patient has no declared LHCP, ""You have no declared LHCP"" is displayed.",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,5,999,3.2.42.5 Logging.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,3,9,1000,3.2.43 UC43 View Activity Feed Use Case.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,5,1001,3.2.43.1 Preconditions.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,8,15,1002,The user (patient) has authenticated himself or herself in the iTrust Medical Records system (UC3).,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,1003,3.2.43.2 Main Flow.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,5,10,1004,"After the patient logs in, an activity feed is displayed .",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;display;activity feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,1005,3.2.43.3 Sub-flows.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
list-start,18,30,1006,"The activity feeds show the information below (if the accessor is an LHCP, the accessor's name in the displayed activity shall be linked to the LHCP's contact information) :",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,;show;lhcp,;show;activity,;show;feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
list-member,23,9,1007,* who or when created or disabled the patient.,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,;show;who,;show;when,;show;patient,;show;lhcp,;show;activity,;show;feed,,,,,,,,,,,,,,,,,,,,,,,,,,
list-member,26,13,1008,* who or when accessed the patient's demographic information (other then DLHCP).,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,;show;lhcp,;show;who,;show;when,;show;demographic information,;show;patient,;show;activity,;show;feed,,,,,,,,,,,,,,,,,,,,,,,,,
list-member,31,20,1009,"* who or when accessed or edited the patient's medical records (i.e., personal health records) (other then DLHCP).",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,;show;who,;show;when,;show;lhcp,;show;medical record,;show;patient,;show;activity,;show;feed,,,,,,,,,,,,,,,,,,,,,,,,,
list-member,27,15,1010,* who or when documented or edited the patient's office visits (other then DLHCP).,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,;show;who,;show;lhcp,;show;when,;show;office visit,;show;patient,;show;activity,;show;feed,,,,,,,,,,,,,,,,,,,,,,,,,
list-member,23,12,1011,* who or when declared or undeclared the patient's personal representative.,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,;show;accessor lhcp,;show;who,;show;declare,;show;personal representative,;show;patient,;show;activity,;show;feed,,,,,,,,,,,,,,,,,,,,,,,,,
list-member,27,15,1012,* who or when analyzed risk of chronic disease for the patient (other then DLHCP).,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,;show;who,;show;lhcp,;show;when,;show;chronic disease,;show;patient,;show;activity,;show;feed,,,,,,,,,,,,,,,,,,,,,,,,,
list-member,28,15,1013,* who or when proactively determined needed patient care for the patient (other then DLHCP).,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,;show;who,;show;lhcp,;show;when,;show;patient care,;show;patient,;show;activity,;show;feed,,,,,,,,,,,,,,,,,,,,,,,,,
list-member,26,13,1014,* who or when viewed the patient's prescription report (other then DLHCP).,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,;show;who,;show;lhcp,;show;when,;show;patient,;show;prescription report,;show;activity,;show;feed,,,,,,,,,,,,,,,,,,,,,,,,,
list-member,26,15,1015,* who or when viewed the patient's emergency electronic health record (other then DLHCP).,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,;show;who,;show;when,;show;lhcp,;show;emergency electronic health record,;show;patient,;show;activity,;show;feed,,,,,,,,,,,,,,,,,,,,,,,,,
list-member,23,10,1016,* who or when scheduled an appointment with the patient.,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,;show;lhcp,;show;who,;show;when,;show;appointment,;show;patient,;show;activity,;show;feed,,,,,,,,,,,,,,,,,,,,,,,,,
list-member,26,13,1017,* who or when accessed the patient's comprehensive reports (other then DLHCP).,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,;show;who,;show;when,;show;lhcp,;show;comprehensive report,;show;patient,;show;activity,;show;feed,,,,,,,,,,,,,,,,,,,,,,,,,
list-member,29,21,1018,* who or when viewed laboratory procedure status of the patient or edited laboratory procedure of the patient (other then DLHCP).,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,;show;who,;show;when,;show;lhcp,;show;laboratory procedure status,;show;patient,;show;laboratory procedure,;show;patient,;show;activity,;show;feed,,,,,,,,,,,,,,,,,,,,,,,
list-member,31,20,1019,"* who or when accessed the patient's information (name, address, and date of last office visit) (other then DLHCP).",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,;show;lhcp,;show;who,;show;when,;show;information,;show;name,;show;address,;show;date,;show;office visit,;show;activity,;show;feed,,,,,,,,,,,,,,,,,,,,,,
list-member,23,9,1020,* who or when sent the patient a message.,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,;show;who,;show;lhcp,;show;when,;show;message,;show;patient,;show;activity,;show;feed,,,,,,,,,,,,,,,,,,,,,,,,,
list-member,28,15,1021,* who or when proactively confirmed prescription-renewal needs for the patient (other then DLHCP).,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,;show;who,;show;lhcp,;show;when,;show;prescription-renewal,;show;patient,;show;activity,;show;feed,,,,,,,,,,,,,,,,,,,,,,,,,
list-member,23,9,1022,* who or when referred the patient for consultations.,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,;show;who,;show;when,;show;patient,;show;consultation,;show;lhcp,;show;activity,;show;feed,,,,,,,,,,,,,,,,,,,,,,,,,
list-member,25,12,1023,* who or when added or deleted the patient from monitoring list.,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,;show;who,;show;when,;show;lhcp,;show;patient,;show;monitor list,;show;activity,;show;feed,,,,,,,,,,,,,,,,,,,,,,,,,
list-member,26,12,1024,* who or when prescribed drug to the patient (other then DLHCP).,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,;show;who,;show;lhcp,;show;when,;show;drug,;show;patient,;show;activity,;show;feed,,,,,,,,,,,,,,,,,,,,,,,,,
list-member,23,11,1025,* who or when reported remote monitoring information for the patient.,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,;show;lhcp,;show;who,;show;when,;show;remote monitoring information,;show;patient,;show;activity,;show;feed,,,,,,,,,,,,,,,,,,,,,,,,,
list-member,22,13,1026,* the date and time of each of the patient's successful authentications.,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,;show;accessor lhcp,;show;date,;show;time,;show;successful authentication,;show;patient,;show;feed,;show;activity,,,,,,,,,,,,,,,,,,,,,,,,,
list-member,24,10,1027,* who or when referred a patient to another HCP.,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,;show;who,;show;when,;show;lhcp,;show;patient,;show;hcp,;show;activity,;show;feed,,,,,,,,,,,,,,,,,,,,,,,,,
list-member,23,10,1028,* who or when marked a lab procedure as completed.,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,;show;who,;show;lhcp,;show;activity,;show;feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,9,14,1029,Only the most recent 20 activities are listed in the user page after login.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,15,17,1030,"If there are more than the currently listed activities, a link of ""Older Activities"" shall be displayed .",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,7,8,1031,The patient can choose to click this link.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,12,19,1032,The system shall append 20 more activities to the end of the currently listed activities on the same page.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,20,22,1033,"Similarly if there are more than the currently listed activities, a link of ""Older Activities"" shall be further displayed  and so on.",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,1034,3.2.43.4 Alternate Flows.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,15,18,1035,"If there are no older activities besides the currently listed activities, no link of ""Older Activities"" is displayed.",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,5,1036,3.2.43.5 Logging.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,4,7,1037,3.2.44 UC44 Patient Specific Instructions.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,5,1038,3.2.44.1 Preconditions.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,5,13,1039,An HCP is a registered user of the iTrust Medical Records system (UC2).,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,5,13,1040,A Patient is a registered user of the iTrust Medical Records system (UC1).,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,9,18,1041,The iTrust user (HCP or patient) has authenticated himself or herself in the iTrust Medical Records system (UC3).,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,1042,3.2.44.2 Main Flow.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,13,21,1043,"An HCP chooses to add  or edit  patient specific instructions, document an office visit or modify an already documented office visit.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,hcp;edit;patient instruction,hcp;document;office visit,hcp;modify;office visit,hcp;add;patient instruction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,9,17,1044,The HCP enters a MID or a patient  or name of a patient and confirms their selection .,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,hcp;enter;patient,hcp;enter;mid,hcp;enter;name,hcp;enter;patient,hcp;confirm;selection,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,8,10,1045,And HCP chooses to add  or edit  patient specific instructions.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,hcp;add;patient instruction,hcp;edit;patient instruction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,16,26,1046,"A patient chooses to view their patient specific instructions by selecting a link named ""Patient Specific Instructions"" under the View heading in the left hand menu .",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,patient;view;patient instruction,patient;select;link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,1047,3.2.44.3 Sub-flows.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,8,14,1048,The HCP enters a MID  or name of a patient and confirms their selection .,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,hcp;enter;mid,hcp;enter;name,hcp;enter;patient,hcp;confirm;selection,,,,,,,,,,,,,,,,,,,,,,,,,,,,
list-start,7,13,1049,The HCP enters the following information under a section for patient specific instructions:,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,hcp;enter;information,hcp;enter;section,hcp;enter;patient instruction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
list-member,10,8,1050,"* a descriptive name for the instructions (required),.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,hcp;enter;information,hcp;enter;section,hcp;enter;patient instruction,hcp;enter;descriptive name,hcp;enter;instruction,,,,,,,,,,,,,,,,,,,,,,,,,,,
list-member,13,12,1051,"* a URL to an external website containing patient specific instructions (required),.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,hcp;enter;information,hcp;enter;patient instruction,hcp;enter;section,hcp;enter;url,,,,,,,,,,,,,,,,,,,,,,,,,,,,
list-member,11,7,1052,* additional comments for the patient (required).,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,hcp;enter;patient,hcp;enter;comment,hcp;enter;information,hcp;enter;patient instruction,hcp;enter;section,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,7,11,1053,"After entering all required information, the HCP selects the Add button .",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,hcp;enter;information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,13,19,1054,All events are logged (UC5) and the HCP remains on the office visit page to verify their changes (UC11).,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,13,22,1055,HCPs can return to an office visit and modify any patient specific instruction information or delete one or more patient specific instructions .,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,hcp;return;office visit,hcp;delete;patient instruction,hcp;modify;patient instruction information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,13,23,1056,The editing event and deletion events are logged (UC5) and the HCP remains on the office visit page to verify their changes (UC11).,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,5,8,1057,Patient specific instructions are listed for a patient.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,patient;list;patient instruction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,8,16,1058,"In each row, the descriptive name is a link to the URL containing patient specific instructions.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;;row,;;url,;;patient instruction,;;specific,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,12,24,1059,"The row also contains the HCP that provided the instructions, the HCP comments, the office visit date, and the latest add or modification date.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;contain;hcp,;contain;instruction,;contain;hcp comment,;contain;office visit date,;contain;modification date,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,8,16,1060,the office visit date should link to the patient's view of the office visit (UC9).,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,6,10,1061,The patient's access of the instructions are logged (UC5).,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,patient;access;instruction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,5,9,1062,Patient specific instructions for an office visit are listed.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;list;patient instruction,;list;office visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,8,16,1063,"In each row, the descriptive name is a link to the URL containing patient specific instructions.",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,16,24,1064,"The row also contains the HCP's comments, latest add or modification date, and an option to edit and delete the patient specific instructions .",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;contain;comment,;contain;date,;edit;instruction,;delete;instruction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,1065,3.2.44.4 Alternate Flows.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,9,14,1066,The HCP types an invalid medical identification number and is prompted to try again.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,6,8,1067,The patient chosen is not the desired patient.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,10,15,1068,The health care personnel does not confirm the selection and is prompted to try again.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,14,20,1069,"The fields for this use case accept the following information: letters (upper and lower case), numbers, blankspace and carriage return.",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,12,18,1070,The HCP is notified if any of the fields contain characters that are not in the above list.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,19,24,1071,"When notifying the user of their error, all fields are populated with the previously entered input so that the HCP can edit their entry.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,hcp;edit;entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,10,12,1072,The HCP is notified that the required fields contain too many characters.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,13,15,1073,The following are the maximum lengths: name - 100 characters; url - 250 characters; comments - 500 characters.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
